Time_s,GateDisplacement_cm,LiftSpeed_cm_per_s
0,-0,-0
0.0166833334107643,-0,-0
0.0333666668215285,-0,-0
0.0500500002322928,-0,-0
0.0667333336430571,-0,-0
0.0834166670538214,-0,-0
0.100100000464586,-0,-0
0.11678333387535,-0,-0
0.133466667286114,-0,-0
0.150150000696878,-0,-0
0.166833334107643,-0,-0
0.183516667518407,-0,-0
0.200200000929171,-0,-0
0.216883334339936,-0,-0
0.2335666677507,-0,-0
0.250250001161464,-0,-0
0.266933334572228,-0,-0
0.283616667982993,-0,-0
0.300300001393757,-0,-0
0.316983334804521,-0,-0
0.333666668215285,-0,-0
0.35035000162605,-0,-0
0.367033335036814,-0,-0
0.383716668447578,-0,-0
0.400400001858343,-0,-0
0.417083335269107,-0,-0
0.433766668679871,-0,-0
0.450450002090635,-0,-0
0.4671333355014,-0,-0
0.483816668912164,-0,-0
0.500500002322928,-0,-0
0.517183335733692,-0,-0
0.533866669144457,-0,-0
0.550550002555221,-0,-0
0.567233335965985,-0,-0
0.583916669376749,-0,-0
0.600600002787514,-0,-0
0.617283336198278,-0,-0
0.633966669609042,-0,-0
0.650650003019807,-0,-0
0.667333336430571,-0,-0
0.684016669841335,-0,-0
0.700700003252099,-0,-0
0.717383336662864,-0,-0
0.734066670073628,-0,-0
0.750750003484392,-0,-0
0.767433336895156,-0,-0
0.784116670305921,-0,-0
0.800800003716685,-0,-0
0.817483337127449,-0,-0
0.834166670538214,-0,-0
0.850850003948978,-0,-0
0.867533337359742,-0,-0
0.884216670770506,-0,-0
0.900900004181271,-0,-0
0.917583337592035,-0,-0
0.934266671002799,-0,-0
0.950950004413563,-0,-0
0.967633337824328,-0,-0
0.984316671235092,-0,-0
1.00100000464586,-0,-0
1.01768333805662,-0,-0
1.03436667146738,-0,-0
1.05105000487815,-0,-0
1.06773333828891,-0,-0
1.08441667169968,-0,-0
1.10110000511044,-0,-0
1.11778333852121,-0,-0
1.13446667193197,-0,-0
1.15115000534273,-0,-0
1.1678333387535,-0,-0
1.18451667216426,-0,-0
1.20120000557503,-0,-0
1.21788333898579,-0,-0
1.23456667239656,-0,-0
1.25125000580732,-0,-0
1.26793333921808,-0,-0
1.28461667262885,-0,-0
1.30130000603961,-0,-0
1.31798333945038,-0,-0
1.33466667286114,-0,-0
1.35135000627191,-0,-0
1.36803333968267,-0,-0
1.38471667309343,-0,-0
1.4014000065042,-0,-0
1.41808333991496,-0,-0
1.43476667332573,-0,-0
1.45145000673649,-0,-0
1.46813334014726,-0,-0
1.48481667355802,-0,-0
1.50150000696878,-0,-0
1.51818334037955,-0,-0
1.53486667379031,-0,-0
1.55155000720108,-0,-0
1.56823334061184,-0,-0
1.58491667402261,-0,-0
1.60160000743337,-0,-0
1.61828334084413,-0,-0
1.6349666742549,-0,-0
1.65165000766566,-0,-0
1.66833334107643,-0,-0
1.68501667448719,-0,-0
1.70170000789796,-0,-0
1.71838334130872,-0,-0
1.73506667471948,-0,-0
1.75175000813025,-0,-0
1.76843334154101,-0,-0
1.78511667495178,-0,-0
1.80180000836254,-0,-0
1.81848334177331,-0,-0
1.83516667518407,-0,-0
1.85185000859483,-0,-0
1.8685333420056,-0,-0
1.88521667541636,-0,-0
1.90190000882713,-0,-0
1.91858334223789,-0,-0
1.93526667564866,-0,-0
1.95195000905942,-0,-0
1.96863334247018,-0,-0
1.98531667588095,-0,-0
2.00200000929171,-0,-0
2.01868334270248,-0,-0
2.03536667611324,-0,-0
2.05205000952401,-0,-0
2.06873334293477,-0,-0
2.08541667634553,-0,-0
2.1021000097563,-0,-0
2.11878334316706,-0,-0
2.13546667657783,-0,-0
2.15215000998859,-0,-0
2.16883334339936,-0,-0
2.18551667681012,-0,-0
2.20220001022088,-0,-0
2.21888334363165,-0,-0
2.23556667704241,-0,-0
2.25225001045318,-0,-0
2.26893334386394,-0,-0
2.28561667727471,-0,-0
2.30230001068547,-0,-0
2.31898334409623,-0,-0
2.335666677507,-0,-0
2.35235001091776,-0,-0
2.36903334432853,-0,-0
2.38571667773929,-0,-0
2.40240001115006,-0,-0
2.41908334456082,-0,-0
2.43576667797158,-0,-0
2.45245001138235,-0,-0
2.46913334479311,-0,-0
2.48581667820388,-0,-0
2.50250001161464,-0,-0
2.51918334502541,-0,-0
2.53586667843617,-0,-0
2.55255001184693,-0,-0
2.5692333452577,-0,-0
2.58591667866846,-0,-0
2.60260001207923,-0,-0
2.61928334548999,-0,-0
2.63596667890075,-0,-0
2.65265001231152,-0,-0
2.66933334572228,-0,-0
2.68601667913305,-0,-0
2.70270001254381,-0,-0
2.71938334595458,-0,-0
2.73606667936534,-0,-0
2.7527500127761,-0,-0
2.76943334618687,-0,-0
2.78611667959763,-0,-0
2.8028000130084,-0,-0
2.81948334641916,-0,-0
2.83616667982993,-0,-0
2.85285001324069,-0,-0
2.86953334665145,-0,-0
2.88621668006222,-0,-0
2.90290001347298,-0,-0
2.91958334688375,-0,-0
2.93626668029451,-0,-0
2.95295001370528,-0,0.0365131942384577
2.96963334711604,-0,0.109539582715391
2.9863166805268,-0,0.219079165430791
3.00300001393757,-0,0.401645136623114
3.01968334734833,-0,0.65723749629238
3.0363666807591,-0,0.985856244438575
3.05305001416986,0.0146198830409348,1.35098818682323
